PubDate,URL,Title,Publication,PositionIDList
2018-07-06,https://www.kitchenerpost.ca/news-story/8727700-engagement-tall-towers-top-of-mind-for-kitchener-s-downtown-candidates/,"Engagement, tall towers top-of-mind for Kitchener's downtown candidates",Kitchener Post,"Kitchener-Ward-09,Kitchener-Ward-10"
